15,123,109,173,0.785513
15,123,110,173,0.783039
16,124,112,175,0.776657
17,124,112,175,0.761090
19,126,114,177,0.767741
18,126,115,178,0.707316
20,126,117,178,0.639021
21,128,116,179,0.627826
21,129,116,180,0.673453
24,131,119,182,0.674528
24,131,120,182,0.635285
27,134,122,185,0.641981
28,135,122,186,0.672804
28,136,122,187,0.680418
29,138,123,189,0.682913
29,138,124,189,0.683881
32,139,126,190,0.616647
31,140,125,191,0.662309
34,141,128,192,0.681966
33,142,128,193,0.624432
33,143,129,194,0.620076
33,144,131,196,0.623418
34,146,131,198,0.627977
34,147,131,199,0.671415
36,149,132,200,0.672143
36,150,133,202,0.708730
37,151,133,203,0.700295
39,152,135,204,0.733065
41,152,137,204,0.688077
42,153,138,205,0.676959
43,154,141,207,0.687116
45,155,142,207,0.604333
47,155,143,206,0.630038
48,157,142,207,0.572150
48,158,142,208,0.668870
50,159,143,208,0.683440
51,161,145,211,0.613136
53,162,145,211,0.534709
55,164,146,213,0.516302
57,165,147,213,0.509207
73,167,163,215,0.496846
73,169,163,217,0.496497
75,170,165,218,0.492867
89,172,180,220,0.479216
91,173,184,222,0.475955
127,176,221,226,0.470812
61,171,147,217,0.678191
69,172,153,217,0.691903
71,174,154,219,0.630182
74,175,155,219,0.642892
76,176,157,220,0.607138
80,178,158,220,0.597976
91,179,166,219,0.557359
95,181,167,219,0.529400
106,182,177,219,0.454994
61,126,155,176,0.467484
71,126,163,176,0.464063
82,128,174,178,0.467161
89,129,179,178,0.458109
1,100,215,214,0.484694
7,102,220,216,0.479851
21,102,232,215,0.488173
33,121,182,200,0.489588
28,94,242,208,0.495551
40,97,250,209,0.485452
41,99,249,210,0.484868
48,100,256,211,0.482114
60,100,268,211,0.476384
68,101,277,212,0.478585
85,102,294,213,0.486245
93,103,302,214,0.493695
93,103,303,214,0.488190
104,102,314,213,0.483122
113,102,323,213,0.491381
121,102,331,213,0.498589
132,101,342,212,0.494758
141,101,351,212,0.491273
151,100,360,211,0.488735
163,100,372,211,0.482134
171,98,381,209,0.476426
183,98,393,209,0.465210
193,98,402,208,0.461248
101,111,279,206,0.476867
110,111,288,206,0.463861
120,111,298,206,0.454539
130,111,308,206,0.447490
139,111,317,206,0.445851
150,109,328,204,0.437328
159,109,337,204,0.462508
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
88,156,182,206,0.670088
85,157,178,207,0.780069
84,157,175,206,0.819957
85,156,178,205,0.790403
82,155,175,205,0.772115
83,154,176,204,0.776165
80,154,175,205,0.723861
77,154,172,205,0.689109
78,153,172,203,0.719545
78,153,170,202,0.718801
75,152,167,201,0.689293
74,152,167,201,0.717130
70,150,165,200,0.705693
68,150,162,200,0.683838
66,149,162,200,0.684998
67,147,161,197,0.690068
68,147,161,197,0.736456
64,146,158,197,0.724145
63,146,156,196,0.707140
63,147,154,196,0.718043
61,146,153,195,0.767456
58,146,152,196,0.765490
56,146,149,196,0.712435
56,146,150,196,0.673334
54,145,150,196,0.699049
52,143,146,193,0.698410
52,143,145,193,0.701795
47,143,141,193,0.717633
47,143,141,193,0.726196
43,143,138,193,0.687463
45,142,138,192,0.708582
43,142,134,191,0.727716
41,141,133,190,0.741131
41,141,133,190,0.721336
39,141,132,190,0.750050
38,139,132,189,0.705795
36,140,130,190,0.635501
34,139,127,189,0.680498
36,139,128,188,0.664425
37,139,128,188,0.589870
41,139,131,187,0.547339
44,139,134,187,0.518314
49,138,140,186,0.546301
54,138,145,186,0.577348
56,137,147,185,0.587032
60,137,151,185,0.748513
63,136,154,184,0.777309
67,136,159,185,0.779575
69,135,163,185,0.749425
72,135,168,186,0.722019
74,135,170,186,0.665390
79,134,176,186,0.693515
84,134,181,186,0.656065
89,133,185,184,0.677140
90,133,186,184,0.664017
90,131,188,183,0.629423
93,131,190,183,0.647892
94,129,192,182,0.659558
96,128,193,180,0.736813
98,129,195,181,0.730685
99,129,197,181,0.675718
101,129,199,181,0.681111
102,129,200,181,0.678223
104,130,201,182,0.640596
103,129,201,181,0.693748
107,129,205,181,0.688637
108,129,208,181,0.705287
111,128,212,181,0.756424
114,129,214,182,0.758934
114,128,214,181,0.805328
117,128,218,181,0.794977
117,129,217,182,0.817574
119,127,220,181,0.816371
120,128,221,182,0.795702
122,128,223,182,0.749827
124,128,226,183,0.741922
126,128,229,183,0.726550
131,127,234,182,0.731447
132,127,235,182,0.692508
133,127,236,182,0.664652
133,127,236,182,0.681105
130,127,232,182,0.674127
127,127,228,182,0.631468
120,128,221,183,0.629361
114,127,214,182,0.643796
110,127,209,181,0.660736
105,126,203,179,0.645474
102,127,200,180,0.653682
102,127,195,177,0.588301
96,126,189,176,0.608425
92,126,185,176,0.632348
92,126,185,176,0.613674
94,126,189,177,0.587756
102,125,198,177,0.575941
116,123,216,177,0.561174
130,122,231,176,0.582287
150,121,251,175,0.532813
172,119,274,174,0.499181
186,118,290,174,0.506400
199,117,303,173,0.502682
205,117,310,173,0.507475
209,116,315,173,0.511695
215,116,321,173,0.498014
226,116,332,173,0.477582
233,116,333,170,0.495123
235,117,335,171,0.476028
236,116,336,170,0.459558
251,118,344,168,0.443169
253,121,334,165,0.428836
265,122,340,163,0.424298
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
193,115,296,170,0.696878
192,115,295,170,0.691129
192,114,295,169,0.677980
193,114,296,169,0.670596
193,113,296,168,0.663733
194,113,297,168,0.668679
193,114,296,169,0.674544
194,112,297,167,0.662468
192,113,295,168,0.662945
190,112,293,167,0.683943
190,111,293,166,0.632537
189,112,291,167,0.639666
189,111,291,166,0.643002
190,111,292,166,0.641745
189,110,290,164,0.630914
189,110,289,163,0.636279
189,110,288,163,0.656762
188,110,287,163,0.633277
185,111,284,164,0.638291
182,111,281,164,0.620187
180,111,279,164,0.642253
181,111,279,163,0.691467
178,112,276,164,0.688097
176,113,274,165,0.674350
171,113,269,165,0.678740
168,114,266,166,0.654703
164,115,262,167,0.652440
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
161,116,247,162,0.764502
156,117,242,163,0.752520
147,118,233,164,0.738111
141,118,227,164,0.770143
134,121,220,167,0.745710
135,121,220,166,0.558290
135,121,220,166,0.532869
127,123,212,168,0.524537
121,123,206,168,0.507127
116,124,201,169,0.506370
105,126,190,171,0.503711
100,126,185,171,0.507811
95,128,180,173,0.508302
95,128,178,172,0.492810
95,129,177,172,0.486249
95,129,178,173,0.475252
95,128,179,172,0.483548
97,128,180,171,0.468143
97,128,180,171,0.464016
100,128,183,171,0.464246
101,128,183,171,0.468335
102,128,184,171,0.464043
105,127,186,170,0.458565
106,127,188,170,0.445042
111,127,192,169,0.449267
112,127,193,170,0.447268
114,128,194,170,0.456457
117,129,197,171,0.450726
117,130,198,173,0.451831
120,131,200,174,0.463842
122,130,203,173,0.458580
123,132,205,176,0.472053
122,132,204,176,0.480440
126,132,209,176,0.457311
126,133,209,177,0.447133
126,133,209,177,0.479308
126,134,211,179,0.465597
127,133,212,178,0.490777
130,134,215,179,0.464617
131,134,216,179,0.436512
134,135,220,181,0.470065
136,134,222,180,0.459347
140,135,226,181,0.460699
141,134,227,180,0.483783
144,134,231,180,0.412452
148,134,235,180,0.421155
149,134,236,180,0.409827
152,134,239,180,0.402654
156,135,240,179,0.427610
159,136,242,180,0.446623
162,136,244,179,0.479919
167,138,245,179,0.465518
171,137,249,178,0.475344
171,137,249,178,0.454045
184,139,252,175,0.429634
183,138,253,175,0.467211
189,137,259,174,0.451295
189,134,268,176,0.448092
194,134,273,176,0.442593
198,133,278,176,0.466041
205,133,285,176,0.462692
210,132,290,175,0.474060
215,131,296,174,0.488470
222,131,302,174,0.501563
227,129,308,172,0.502784
233,128,314,171,0.499014
239,127,321,170,0.496247
244,126,325,169,0.494269
249,125,332,169,0.485917
113,128,199,174,0.537307
111,128,196,174,0.556357
108,128,193,174,0.512800
106,128,191,174,0.466714
104,127,189,173,0.420924
102,128,187,174,0.449212
100,127,185,173,0.422657
97,128,180,172,0.389925
94,128,178,173,0.449383
92,128,177,173,0.485573
92,127,178,173,0.478992
93,126,179,172,0.453113
92,126,179,172,0.435056
92,127,177,172,0.465038
94,127,178,171,0.481764
94,127,177,171,0.482230
96,126,179,170,0.490493
94,128,176,172,0.459255
95,126,177,170,0.432543
95,127,176,171,0.431652
94,127,173,170,0.418169
95,127,173,169,0.381901
95,127,173,169,0.368660
94,126,174,169,0.378847
96,127,173,168,0.391921
97,127,174,168,0.405755
95,126,172,166,0.408362
90,126,169,167,0.394837
86,126,166,168,0.390185
81,126,161,168,0.386507
81,126,161,168,0.388319
79,126,160,168,0.386280
76,126,157,168,0.384938
72,125,156,168,0.392825
68,126,151,169,0.382192
63,126,145,169,0.421213
63,126,145,169,0.421663
62,126,144,169,0.404070
61,126,143,169,0.408935
61,126,142,169,0.408669
62,126,143,169,0.403832
63,126,144,169,0.406342
63,126,144,169,0.413696
63,126,144,169,0.412115
62,126,143,169,0.407397
62,125,143,168,0.375995
63,126,144,169,0.379514
62,127,143,170,0.424552
62,126,144,169,0.428682
62,127,143,170,0.429145
62,127,144,170,0.427165
62,127,144,170,0.451696
62,128,143,171,0.460204
60,126,142,170,0.457883
60,127,142,171,0.452907
60,127,142,171,0.459493
63,126,144,169,0.426884
62,126,143,169,0.408432
64,126,144,169,0.408672
64,127,144,170,0.460767
62,127,142,170,0.476252
63,127,143,170,0.467914
61,127,141,170,0.461852
63,127,143,170,0.467079
61,128,141,171,0.477410
60,127,140,170,0.460877
61,128,140,171,0.481275
58,128,136,170,0.481701
61,128,138,169,0.475829
59,128,137,170,0.448647
60,128,138,170,0.476250
59,128,137,170,0.465170
58,128,136,170,0.473995
58,128,136,170,0.475131
55,128,134,170,0.477620
50,127,131,171,0.417880
51,128,131,171,0.435078
49,129,130,173,0.419055
51,128,130,171,0.459350
50,129,128,171,0.433361
49,128,127,170,0.408866
50,129,129,171,0.423274
46,130,125,172,0.430192
49,129,127,171,0.430756
50,130,129,172,0.425018
52,129,131,171,0.419638
54,130,133,172,0.418532
29,127,153,193,0.508070
31,128,154,194,0.501309
31,128,154,194,0.505139
31,128,154,194,0.514677
33,128,156,194,0.510167
36,128,159,194,0.509295
38,128,160,193,0.515611
40,127,161,191,0.518286
45,128,165,191,0.513478
45,128,166,191,0.505594
49,127,168,189,0.512783
50,129,169,191,0.512168
51,129,170,191,0.504736
52,129,170,191,0.519515
53,130,172,192,0.507290
56,130,173,191,0.488135
58,132,176,193,0.481642
82,132,161,174,0.473034
83,132,162,174,0.479069
57,127,181,193,0.528074
59,127,181,192,0.542346
63,127,183,191,0.542211
64,127,182,190,0.549078
67,127,184,190,0.539435
67,127,184,190,0.544820
71,127,188,190,0.544085
71,127,188,190,0.549705
74,128,190,190,0.552261
74,129,191,191,0.549220
76,128,191,189,0.550119
79,129,194,190,0.541870
78,129,193,190,0.544761
83,130,197,191,0.552496
83,131,195,191,0.546414
86,131,197,191,0.541424
87,131,199,191,0.542452
87,132,198,192,0.547474
90,132,201,192,0.542932
90,133,200,193,0.541903
90,133,200,193,0.538995
92,133,202,193,0.535557
93,134,203,194,0.533020
95,134,205,194,0.540243
96,134,206,194,0.529928
97,134,207,194,0.544991
97,135,207,195,0.535870
100,135,210,195,0.534400
100,136,210,196,0.531248
102,136,212,196,0.537547
103,137,212,197,0.521407
105,137,214,197,0.522582
106,137,215,197,0.530065
107,138,216,198,0.531112
108,138,217,198,0.533799
110,139,219,199,0.528748
110,140,218,200,0.524421
111,140,219,200,0.523476
111,141,219,201,0.528205
113,141,221,201,0.526892
116,141,224,201,0.528298
116,142,224,202,0.524242
118,142,226,202,0.526027
118,143,226,203,0.513634
119,143,227,203,0.523361
119,143,227,203,0.533053
120,144,228,204,0.532293
